ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg,percent_change_over_7_days
25927,Range weapons,1449964800000,1196,1196,1196,1105,1105,1196,1196,0%
25927,Range weapons,1450051200000,1196,1196,1196,1105,1105,1196,1196,0%
25927,Range weapons,1450137600000,1196,1196,1196,1105,1105,1196,1196,0%
25927,Range weapons,1450224000000,1196,1196,1196,1105,1105,1196,1196,0%
25927,Range weapons,1450310400000,1251,1196,1196,1105,1105,1196,1196,-4.396482813749001%
25927,Range weapons,1450396800000,1251,1251,1196,1105,1105,1251,1251,-4.396482813749001%
25927,Range weapons,1450483200000,1251,1251,1196,1105,1105,1251,1251,-4.396482813749001%
25927,Range weapons,1450569600000,1251,1251,1196,1105,1105,1251,1251,-4.396482813749001%
25927,Range weapons,1450656000000,1251,1251,1196,1154,1154,1251,1251,-4.396482813749001%
25927,Range weapons,1450742400000,1251,1251,1196,1154,1154,1251,1251,-4.396482813749001%
25927,Range weapons,1450828800000,1251,1251,1196,1154,1154,1251,1251,-4.396482813749001%
25927,Range weapons,1450915200000,1251,1251,1251,1154,1154,1251,1251,0%
25927,Range weapons,1451001600000,1251,1251,1251,1154,1154,1251,1251,0%
25927,Range weapons,1451088000000,1251,1251,1251,1154,1154,1251,1251,0%
25927,Range weapons,1451174400000,1288,1251,1251,1154,1154,1251,1251,-2.872670807453416%
25927,Range weapons,1451260800000,1288,1288,1251,1154,1154,1288,1288,-2.872670807453416%
25927,Range weapons,1451347200000,1288,1288,1251,1154,1154,1288,1288,-2.872670807453416%
25927,Range weapons,1451433600000,1288,1288,1251,1154,1154,1288,1288,-2.872670807453416%
25927,Range weapons,1451520000000,1288,1288,1251,1154,1154,1288,1288,-2.872670807453416%
25927,Range weapons,1451606400000,1288,1288,1251,1154,1154,1288,1288,-2.872670807453416%
25927,Range weapons,1451692800000,1288,1288,1251,1154,1154,1288,1288,-2.872670807453416%
25927,Range weapons,1451779200000,1288,1288,1288,1154,1154,1288,1288,0%
25927,Range weapons,1451865600000,1288,1288,1288,1196,1196,1288,1288,0%
25927,Range weapons,1451952000000,1288,1288,1288,1196,1196,1288,1288,0%
25927,Range weapons,1452038400000,1347,1288,1288,1196,1196,1288,1288,-4.380103934669636%
25927,Range weapons,1452124800000,1347,1347,1288,1196,1196,1347,1347,-4.380103934669636%
25927,Range weapons,1452211200000,1347,1347,1288,1196,1196,1347,1347,-4.380103934669636%
25927,Range weapons,1452297600000,1347,1347,1288,1196,1196,1347,1347,-4.380103934669636%
25927,Range weapons,1452384000000,1347,1347,1288,1196,1196,1347,1347,-4.380103934669636%
25927,Range weapons,1452470400000,1347,1347,1288,1196,1196,1347,1347,-4.380103934669636%
25927,Range weapons,1452556800000,1347,1347,1288,1196,1196,1347,1347,-4.380103934669636%
25927,Range weapons,1452643200000,1347,1347,1347,1196,1196,1347,1347,0%
25927,Range weapons,1452729600000,1304,1347,1347,1196,1196,1347,1347,3.2975460122699385%
25927,Range weapons,1452816000000,1304,1304,1347,1196,1196,1347,1347,3.2975460122699385%
25927,Range weapons,1452902400000,1304,1304,1347,1251,1251,1347,1347,3.2975460122699385%
25927,Range weapons,1452988800000,1304,1304,1347,1251,1251,1347,1347,3.2975460122699385%
25927,Range weapons,1453075200000,1304,1304,1347,1251,1251,1347,1347,3.2975460122699385%
25927,Range weapons,1453161600000,1304,1304,1347,1251,1251,1347,1347,3.2975460122699385%
25927,Range weapons,1453248000000,1304,1304,1347,1251,1251,1347,1347,3.2975460122699385%
25927,Range weapons,1453334400000,1291,1304,1304,1251,1251,1347,1347,1.0069713400464757%
25927,Range weapons,1453420800000,1291,1291,1304,1251,1251,1347,1347,1.0069713400464757%
25927,Range weapons,1453507200000,1291,1291,1304,1251,1251,1347,1347,1.0069713400464757%
25927,Range weapons,1453593600000,1291,1291,1304,1251,1251,1347,1347,1.0069713400464757%
25927,Range weapons,1453680000000,1291,1291,1304,1251,1251,1347,1347,1.0069713400464757%
25927,Range weapons,1453766400000,1351,1291,1304,1288,1288,1347,1347,-3.4789045151739453%
25927,Range weapons,1453852800000,1414,1351,1304,1288,1288,1351,1351,-7.779349363507778%
25927,Range weapons,1453939200000,1414,1414,1291,1288,1288,1414,1414,-8.698727015558699%
25927,Range weapons,1454025600000,1479,1414,1291,1288,1288,1414,1414,-12.711291413116971%
25927,Range weapons,1454112000000,1479,1479,1291,1288,1288,1479,1479,-12.711291413116971%
25927,Range weapons,1454198400000,1479,1479,1291,1288,1288,1479,1479,-12.711291413116971%
25927,Range weapons,1454284800000,1546,1479,1291,1288,1288,1479,1479,-16.494178525226392%
25927,Range weapons,1454371200000,1546,1546,1351,1288,1288,1546,1546,-12.61319534282018%
25927,Range weapons,1454457600000,1546,1546,1414,1288,1288,1546,1546,-8.538163001293661%
25927,Range weapons,1454544000000,1546,1546,1414,1288,1288,1546,1546,-8.538163001293661%
25927,Range weapons,1454630400000,1546,1546,1479,1347,1291,1546,1546,-4.333764553686934%
25927,Range weapons,1454716800000,1617,1546,1479,1347,1291,1546,1546,-8.534322820037106%
25927,Range weapons,1454803200000,1617,1617,1479,1347,1291,1617,1617,-8.534322820037106%
25927,Range weapons,1454889600000,1617,1617,1546,1347,1291,1617,1617,-4.390847247990106%
25927,Range weapons,1454976000000,1617,1617,1546,1347,1291,1617,1617,-4.390847247990106%
25927,Range weapons,1455062400000,1617,1617,1546,1347,1291,1617,1617,-4.390847247990106%
25927,Range weapons,1455148800000,1617,1617,1546,1347,1291,1617,1617,-4.390847247990106%
25927,Range weapons,1455235200000,1617,1617,1546,1347,1291,1617,1617,-4.390847247990106%
25927,Range weapons,1455321600000,1695,1617,1617,1304,1291,1617,1617,-4.601769911504425%
25927,Range weapons,1455408000000,1695,1695,1617,1304,1291,1695,1695,-4.601769911504425%
25927,Range weapons,1455494400000,1695,1695,1617,1304,1291,1695,1695,-4.601769911504425%
25927,Range weapons,1455580800000,1695,1695,1617,1304,1291,1695,1695,-4.601769911504425%
25927,Range weapons,1455667200000,1695,1695,1617,1304,1291,1695,1695,-4.601769911504425%
25927,Range weapons,1455753600000,1695,1695,1617,1304,1291,1695,1695,-4.601769911504425%
25927,Range weapons,1455840000000,1772,1695,1617,1304,1291,1695,1695,-8.747178329571106%
25927,Range weapons,1455926400000,1772,1772,1695,1291,1291,1772,1772,-4.3453724604966135%
25927,Range weapons,1456012800000,1772,1772,1695,1291,1291,1772,1772,-4.3453724604966135%
25927,Range weapons,1456099200000,1772,1772,1695,1291,1291,1772,1772,-4.3453724604966135%
25927,Range weapons,1456185600000,1772,1772,1695,1291,1291,1772,1772,-4.3453724604966135%
