ID,timestamp,price_now,cum_change_type,01change_type,p_change_day0_to_day1,p_change_day1_to_day2,p_change_day2_to_day3,p_change_day3_to_day4,p_change_day4_to_day5,p_change_day5_to_day6,p_change_day6_to_day7,p_change_day7_to_day8,p_change_day8_to_day9,p_change_day9_to_day10,p_change_day10_to_day11,p_change_day11_to_day12,p_change_day12_to_day13,p_change_day13_to_day14,p_change_day14_to_day15,p_change_day15_to_day16,p_change_day16_to_day17,p_change_day17_to_day18,p_change_day18_to_day19,p_change_day19_to_day20,p_change_day20_to_day21,p_change_day21_to_day22,p_change_day22_to_day23,p_change_day23_to_day24,p_change_day24_to_day25,p_change_day25_to_day26,p_change_day26_to_day27,p_change_day27_to_day28,p_change_day28_to_day29
573,1462924800000,2482,D,D,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657,-3.7397740553174916,-0.6578947368421052,-1.524390243902439,-1.2791572610985704,-2.601685599120557,-1.7284839755131436,-1.872791519434629,-2.413793103448276,-2.1262234222072225
573,1463011200000,2455,D,D,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657,-3.7397740553174916,-0.6578947368421052,-1.524390243902439,-1.2791572610985704,-2.601685599120557,-1.7284839755131436,-1.872791519434629,-2.413793103448276
573,1463097600000,2415,D,D,-1.6293279022403258,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657,-3.7397740553174916,-0.6578947368421052,-1.524390243902439,-1.2791572610985704,-2.601685599120557,-1.7284839755131436,-1.872791519434629
573,1463184000000,2408,D,D,-0.2898550724637681,-1.6293279022403258,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657,-3.7397740553174916,-0.6578947368421052,-1.524390243902439,-1.2791572610985704,-2.601685599120557,-1.7284839755131436
573,1463270400000,2390,D,D,-0.7475083056478405,-0.2898550724637681,-1.6293279022403258,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657,-3.7397740553174916,-0.6578947368421052,-1.524390243902439,-1.2791572610985704,-2.601685599120557
573,1463356800000,2414,D,U,1.00418410041841,-0.7475083056478405,-0.2898550724637681,-1.6293279022403258,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657,-3.7397740553174916,-0.6578947368421052,-1.524390243902439,-1.2791572610985704
573,1463443200000,2508,U,U,3.8939519469759736,1.00418410041841,-0.7475083056478405,-0.2898550724637681,-1.6293279022403258,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657,-3.7397740553174916,-0.6578947368421052,-1.524390243902439
573,1463529600000,2587,U,U,3.149920255183413,3.8939519469759736,1.00418410041841,-0.7475083056478405,-0.2898550724637681,-1.6293279022403258,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657,-3.7397740553174916,-0.6578947368421052
573,1463616000000,2625,U,U,1.468882875918052,3.149920255183413,3.8939519469759736,1.00418410041841,-0.7475083056478405,-0.2898550724637681,-1.6293279022403258,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657,-3.7397740553174916
573,1463702400000,2698,U,U,2.780952380952381,1.468882875918052,3.149920255183413,3.8939519469759736,1.00418410041841,-0.7475083056478405,-0.2898550724637681,-1.6293279022403258,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897,0.3237555645487657
573,1463788800000,2628,U,D,-2.5945144551519648,2.780952380952381,1.468882875918052,3.149920255183413,3.8939519469759736,1.00418410041841,-0.7475083056478405,-0.2898550724637681,-1.6293279022403258,-1.087832393231265,-0.72,2.711585866885785,-1.45748987854251,-0.7234726688102894,-3.6032545524990316,-3.729951510630362,-1.57856093979442,-0.03669724770642202,1.4142165984369186,0.4485981308411215,0.4129129129129129,3.0162412993039442,4.022526146419952,-1.466508125247721,-2.0574534161490683,1.8181818181818181,0.3570011900039667,1.9822006472491909,-0.28237192416296897
